postcode,instals,estimated_dwellings,density,capacity,capunder10,cap10_100,capover100,countunder10,count10_100,countover100,pot_kw,pot_sqm,pot_gwh
"6004","139","683","16.5","1124","353","771","0","113","26","0","27066","173,224","40"
"6005","109","670","10.4","1634","228","1405","0","70","39","0","37444","239,645","55.5"
"6006","664","3669","17.6","2743","2267","374","102","646","17","1","50072","320,461","74.1"
"6007","473","2734","16.2","2298","1470","829","0","443","30","0","42537","272,237","62.9"
"6008","981","5093","18.3","4690","3321","1369","0","930","51","0","87173","557,905","129.4"
"6009","1303","5742","21.6","6850","5013","1334","504","1243","58","2","114352","731,851","170.1"
"6010","1532","6071","24.3","7650","5244","1072","1335","1477","51","4","105949","678,073","157.3"
"6011","649","3355","18.4","2945","2526","418","0","618","31","0","55938","358,002","83.1"
"6012","598","3051","19.0","2630","2252","378","0","579","19","0","50466","322,985","75"
"6014","1604","6699","23.5","6772","5989","783","0","1571","33","0","117303","750,738","174.2"
"6015","615","2283","26.2","2831","2584","246","0","599","16","0","46040","294,656","68.4"
"6016","698","3557","19.4","2581","2367","215","0","691","7","0","49968","319,796","73.9"
"6017","317","2042","8.9","4526","607","3919","0","181","136","0","137448","879,669","208"
"6018","3751","16564","22.4","13836","12438","1256","142","3704","46","1","242015","1,548,894","359.9"
"6019","1371","10457","12.9","5125","4470","499","156","1351","19","1","98692","631,631","146.6"
"6020","2558","8393","30.3","9742","9140","403","200","2540","17","1","139445","892,447","206.4"
"6021","1939","8985","20.7","8963","6546","2417","0","1856","83","0","186746","1,195,176","278.3"
"6022","764","2137","35.7","2315","2290","25","0","763","1","0","35268","225,713","52.2"
"6023","2006","5736","34.7","6885","6703","182","0","1992","14","0","102213","654,166","151.3"
"6024","1972","5526","35.6","6061","5867","194","0","1965","7","0","93386","597,667","138.3"
"6025","4202","12190","34.3","14080","13810","270","0","4184","18","0","206710","1,322,946","306.1"
"6026","3658","8561","42.5","12257","11824","247","186","3641","16","1","151469","969,403","224.3"
"6027","5699","16074","35.0","21008","18918","1716","375","5627","71","1","314904","2,015,387","466.5"
"6028","3224","8254","38.8","12640","12247","394","0","3201","23","0","149489","956,727","221.6"
"6029","262","1180","21.8","987","902","84","0","257","5","0","16910","108,222","25.1"
"6030","5678","16019","35.2","19301","18149","1009","143","5636","41","1","259228","1,659,059","384.7"
"6031","2458","6857","35.5","10129","9080","849","200","2433","24","1","125323","802,069","186.8"
"6032","37","72","36.1","351","95","256","0","26","11","0","9521","60,935","14.1"
"6033","79","148","38.5","917","253","665","0","57","22","0","21002","134,411","31"
"6035","1579","4467","35.1","5941","5584","156","201","1570","8","1","71216","455,781","105.9"
"6036","1860","6886","26.9","7355","6976","379","0","1851","9","0","118926","761,125","177.1"
"6037","611","1402","43.3","2241","2187","55","0","607","4","0","25770","164,929","38.2"
"6038","1535","4056","37.7","5580","5235","345","0","1528","7","0","53752","344,011","80.1"
"6041","409","1104","36.4","1679","1342","337","0","402","7","0","29149","186,552","43.1"
"6042","21","86","24.4","60","60","0","0","21","0","0","2639","16,891","3.9"
"6043","56","449","12.5","180","180","0","0","56","0","0","260","1,662",".4"
"6044","283","1552","18.0","983","898","85","0","279","4","0","13508","86,454","20.7"
"6050","1091","5345","19.8","4610","3994","615","0","1058","33","0","91595","586,211","135.5"
"6051","639","4890","12.8","2171","1892","279","0","626","13","0","56084","358,935","83.1"
"6052","908","4452","20.1","3407","2977","431","0","894","14","0","67773","433,749","100.3"
"6053","1505","6492","22.2","6171","4583","1588","0","1442","63","0","132898","850,550","199"
"6054","2364","9160","25.3","8877","7209","1668","0","2313","51","0","162456","1,039,720","242.3"
"6055","3650","10085","35.3","17343","14924","2269","150","3563","86","1","221218","1,415,794","329.7"
"6056","5103","17983","27.6","19607","16192","3225","190","4959","143","1","356197","2,279,658","528.7"
"6057","2456","6956","35.0","8294","7630","664","0","2433","23","0","145738","932,722","212.6"
"6058","2024","5653","35.2","7288","5887","1201","199","1991","32","1","137920","882,687","202.7"
"6059","2336","10216","22.7","8186","8017","169","0","2324","12","0","154394","988,123","228.7"
"6060","1367","11197","12.1","4900","4380","378","142","1353","13","1","127212","814,155","188.3"
"6061","2462","18345","13.3","7068","6629","439","0","2442","20","0","207354","1,327,063","307.5"
"6062","3389","14325","23.3","11819","10701","1117","0","3342","47","0","236370","1,512,771","350"
"6063","1921","5105","37.5","6223","6097","126","0","1914","7","0","83622","535,180","123.8"
"6064","3427","11868","28.7","10545","10083","463","0","3406","21","0","172334","1,102,941","255.1"
"6065","10048","24485","40.0","42529","35235","7096","198","9804","243","1","624464","3,996,571","933.1"
"6066","2478","6694","36.9","8220","7986","234","0","2469","9","0","111401","712,966","164.9"
"6068","14","7","","112","42","70","0","11","3","0","260","1,666",".4"
"6069","6325","16903","37.1","25867","23958","974","935","6270","52","3","334022","2,137,742","496.7"
"6070","530","1433","36.6","1804","1730","74","0","525","5","0","27784","177,820","40.4"
"6071","499","1337","36.9","1855","1675","179","0","494","5","0","31244","199,962","45.4"
"6072","146","351","41.0","482","454","29","0","144","2","0","7633","48,854","11.1"
"6073","480","1326","34.6","2509","1598","481","430","459","20","1","36717","234,988","53.4"
"6074","181","403","44.4","641","617","25","0","179","2","0","11355","72,675","16.5"
"6076","3216","8805","35.6","12109","10602","1508","0","3135","81","0","204243","1,307,156","296.9"
"6081","698","1747","39.5","2659","2562","97","0","690","8","0","45773","292,950","66.5"
"6082","481","1308","36.3","1722","1622","101","0","475","6","0","32735","209,502","47.6"
"6083","664","1383","47.0","2573","2339","233","0","650","14","0","63524","406,555","92.2"
"6084","1464","3316","42.6","6941","5620","1321","0","1413","51","0","113127","724,015","167.5"
"6100","888","5718","14.9","3681","2757","924","0","851","37","0","79051","505,927","117"
"6101","1284","7145","17.6","4645","3846","799","0","1256","28","0","106376","680,809","158"
"6102","777","5829","12.8","3248","2222","1026","0","747","30","0","87319","558,845","131.6"
"6103","636","3781","16.4","2219","1863","356","0","619","17","0","53387","341,678","79"
"6104","1359","6537","19.5","6890","3911","2840","140","1277","81","1","138311","885,187","204.9"
"6105","1344","6816","19.0","5798","3791","2007","0","1295","49","0","187311","1,198,793","281.6"
"6107","4968","18452","26.4","18960","15362","2526","1072","4879","88","1","321740","2,059,134","483.2"
"6108","3387","9129","36.9","10166","9773","393","0","3368","19","0","146363","936,723","219.5"
"6109","1751","4814","34.5","7164","4859","2305","0","1659","92","0","129164","826,652","189.9"
"6110","5755","17203","33.3","19758","18833","925","0","5726","29","0","262949","1,682,876","394.2"
"6111","3184","10068","30.9","11677","10079","1597","0","3109","75","0","182893","1,170,516","266.3"
"6112","8754","25840","33.4","34896","31608","3288","0","8632","122","0","397184","2,541,978","597.2"
"6121","583","994","55.3","2916","2322","595","0","550","33","0","68842","440,589","103.2"
"6122","3109","7903","38.8","13620","12487","1133","0","3066","43","0","181197","1,159,661","272.6"
"6123","343","649","51.8","1490","1293","197","0","336","7","0","23266","148,900","35"
"6124","222","492","44.3","845","765","80","0","218","4","0","15508","99,253","22.1"
"6125","539","1217","41.7","2696","2003","693","0","508","31","0","67817","434,031","101.5"
"6126","46","124","36.3","186","176","10","0","45","1","0","8367","53,551","11.9"
"6147","1902","6178","30.6","5431","5258","173","0","1893","9","0","91928","588,341","137.8"
"6148","2394","7376","32.3","8059","7570","490","0","2380","14","0","112267","718,510","168.3"
"6149","2672","6867","38.7","9086","8840","246","0","2660","12","0","127267","814,508","190.8"
"6150","1646","4718","34.6","6060","5408","484","168","1632","13","1","87018","556,914","129.3"
"6151","1076","7199","14.5","4811","3903","669","239","1044","31","1","87157","557,807","129.5"
"6152","2216","10774","20.3","8350","7665","491","193","2188","27","1","145229","929,468","215.8"
"6153","1928","8266","22.7","7750","6934","692","125","1880","47","1","130115","832,739","193.3"
"6154","1248","4344","27.6","5297","3898","1399","0","1201","47","0","92001","588,808","136.5"
"6155","8088","17019","46.5","31355","25305","5401","649","7914","171","3","484913","3,103,446","734.7"
"6156","1670","7219","22.8","6126","5677","449","0","1646","24","0","105339","674,169","156.4"
"6157","1249","6716","18.4","4221","3932","288","0","1234","15","0","90027","576,174","134.1"
"6158","655","2757","23.3","2562","2273","290","0","642","13","0","41470","265,407","61.6"
"6159","193","1295","14.3","806","610","196","0","185","8","0","22791","145,864","34.1"
"6160","649","3572","17.5","2577","1844","733","0","625","24","0","61233","391,893","90.9"
"6161","5","438","0.7","673","9","64","600","3","1","1","0","0","0"
"6162","1251","4976","24.8","3979","3646","332","0","1236","15","0","69615","445,533","103.4"
"6163","6325","22487","27.1","27220","18753","6703","1764","6105","211","9","511674","3,274,712","768.1"
"6164","8440","22196","37.5","32903","29045","2957","901","8325","114","1","481533","3,081,813","725"
"6165","32","28","","1104","42","1063","0","11","21","0","47256","302,439","73"
"6166","1278","4223","29.3","5904","4718","1186","0","1238","40","0","120534","771,417","181.5"
"6167","3617","10809","32.9","13579","11180","1491","908","3560","52","5","259336","1,659,753","392.6"
"6168","3629","11338","31.4","11599","9818","1781","0","3557","72","0","229738","1,470,323","347"
"6169","5874","14992","39.0","18830","17811","505","513","5852","20","2","254192","1,626,826","377.8"
"6170","1992","5797","34.3","7466","7382","84","0","1988","4","0","79035","505,823","118.6"
"6171","5567","14790","37.3","20703","19419","1284","0","5520","47","0","278150","1,780,162","414.6"
"6172","2288","4899","46.2","8096","7312","784","0","2261","27","0","105477","675,055","156.9"
"6173","1803","4339","41.4","6917","6714","203","0","1796","7","0","93814","600,411","139.9"
"6174","584","1969","29.5","2267","2234","33","0","581","3","0","28246","180,774","42"
"6175","595","1570","37.6","2161","2098","63","0","590","5","0","29045","185,886","43.2"
"6176","264","664","38.9","1260","1156","104","0","258","6","0","19715","126,175","29.3"
"6180","992","2454","40.2","3673","3397","79","197","986","5","1","48224","308,633","71.9"
"6181","111","157","67.5","500","428","71","0","106","5","0","8986","57,511","13.3"
"6207","198","465","40.9","916","755","161","0","190","8","0","18939","121,208","27"
"6208","2603","6172","41.7","8623","7913","710","0","2571","32","0","148840","952,576","222.5"
"6209","355","935","37.8","1214","1188","27","0","353","2","0","30697","196,460","45.5"
"6210","12929","35542","36.0","41331","37733","3458","140","12792","136","1","615278","3,937,781","916.7"
"6211","1496","3896","38.2","5266","5071","195","0","1487","9","0","79471","508,616","118.3"
"6213","119","402","28.9","464","410","54","0","116","3","0","12451","79,686","17.7"
"6214","112","266","40.2","457","382","75","0","107","5","0","13600","87,042","20.2"
"6215","651","2018","31.6","2732","2293","439","0","638","13","0","73421","469,894","105.1"
"6218","91","192","44.3","341","267","74","0","85","6","0","10020","64,130","14.3"
"6220","672","2244","28.8","3423","2344","772","308","647","24","1","70320","450,049","100"
"6221","36","116","26.7","171","107","63","0","31","5","0","7431","47,555","10.8"
"6223","21","98","21.4","84","84","0","0","21","0","0","4799","30,714","7"
"6224","141","496","27.2","679","478","201","0","135","6","0","16760","107,265","24.5"
"6225","1292","4263","29.7","4628","3900","728","0","1266","26","0","141665","906,653","207.4"
"6226","159","296","53.7","673","673","0","0","159","0","0","10697","68,462","15.6"
"6227","130","323","39.9","453","441","12","0","129","1","0","9281","59,397","13.5"
"6228","21","73","27.4","102","71","31","0","20","1","0","5121","32,776","7.5"
"6229","26","127","7.9","435","41","393","0","10","16","0","24337","155,757","36.6"
"6230","4855","19161","24.7","18240","14933","3308","0","4728","127","0","417184","2,669,976","612.1"
"6232","1650","4748","34.5","5549","5096","223","230","1638","11","1","83852","536,651","122.7"
"6233","2822","8194","34.2","10037","9507","530","0","2805","17","0","162339","1,038,968","237.6"
"6236","348","873","39.3","1364","1214","150","0","343","5","0","43811","280,392","64.3"
"6237","443","979","44.0","1646","1422","223","0","431","12","0","41475","265,442","60.5"
"6239","766","2036","35.9","2913","2220","693","0","731","35","0","63678","407,541","93.1"
"6240","41","64","59.4","169","118","51","0","38","3","0","5069","32,439","7.4"
"6243","4","33","","16","16","0","0","4","0","0","2571","16,456","3.4"
"6244","167","837","19.2","633","545","88","0","161","6","0","42542","272,272","56.4"
"6251","66","210","26.2","497","205","292","0","55","11","0","9287","59,437","13.6"
"6252","13","88","12.5","48","26","22","0","11","2","0","2505","16,030","3.7"
"6253","132","420","30.7","409","367","43","0","129","3","0","12660","81,025","16.8"
"6254","65","259","24.7","246","225","21","0","64","1","0","5725","36,639","7.7"
"6255","543","2086","25.6","1909","1759","150","0","533","10","0","65180","417,151","86.4"
"6256","26","184","13.0","115","79","36","0","24","2","0","11029","70,584","14.6"
"6258","603","3094","17.9","2965","1734","1230","0","553","50","0","116525","745,760","155"
"6260","150","762","17.2","972","442","531","0","131","19","0","32969","211,000","43.7"
"6262","100","641","14.4","513","288","225","0","92","8","0","19455","124,514","25.8"
"6271","590","1645","35.3","2036","1748","288","0","580","10","0","44486","284,711","63.5"
"6275","247","859","27.9","884","756","128","0","240","7","0","31249","199,995","44.5"
"6280","3995","14489","26.6","15607","12000","3465","142","3854","140","1","56518","361,718","80.4"
"6281","1025","4883","20.5","4231","3559","672","0","999","26","0","97315","622,817","142.8"
"6282","323","1053","29.2","1305","1015","290","0","308","15","0","25271","161,731","37"
"6284","250","1240","19.1","1306","900","406","0","237","13","0","32542","208,267","46.4"
"6285","941","4748","18.9","4175","3119","906","150","896","44","1","102300","654,719","145.9"
"6286","104","360","26.9","589","313","128","149","97","6","1","17215","110,174","23.7"
"6288","70","299","20.7","399","218","182","0","62","8","0","13544","86,684","18.7"
"6290","236","1469","15.9","765","710","55","0","233","3","0","29669","189,881","41"
"6302","658","1913","33.9","2591","2270","322","0","648","10","0","79597","509,418","115.6"
"6304","351","889","38.9","1154","1048","106","0","346","5","0","48577","310,894","70.4"
"6306","151","502","28.5","730","537","193","0","143","8","0","38437","245,996","54.6"
"6308","217","792","26.6","891","795","96","0","211","6","0","48791","312,265","69.3"
"6309","55","137","37.2","236","191","44","0","51","4","0","10207","65,324","14.5"
"6311","92","267","33.3","361","310","51","0","89","3","0","19089","122,173","26.8"
"6312","484","2176","20.9","2180","1562","618","0","454","30","0","77634","496,855","109.2"
"6313","39","152","25.0","151","140","10","0","38","1","0","9789","62,650","13.7"
"6315","281","1006","27.3","1077","924","153","0","275","6","0","56406","360,996","79.2"
"6316","58","176","32.4","200","185","15","0","57","1","0","13713","87,766","19.2"
"6317","377","1795","20.1","1605","1239","366","0","360","17","0","73280","468,991","103.3"
"6318","46","236","18.6","170","148","22","0","44","2","0","15758","100,850","22.1"
"6320","41","260","15.0","169","139","30","0","39","2","0","21433","137,172","30.1"
"6321","34","222","14.0","163","113","50","0","31","3","0","19951","127,688","28"
"6322","27","128","18.8","129","72","57","0","24","3","0","8290","53,059","10.5"
"6323","117","531","21.8","405","384","22","0","116","1","0","21109","135,099","26.6"
"6324","346","1633","20.0","1574","1154","421","0","327","19","0","71405","456,994","90.1"
"6326","56","211","26.1","185","172","13","0","55","1","0","16778","107,380","21.2"
"6327","29","120","24.2","101","101","0","0","29","0","0","7221","46,216","9.1"
"6328","36","241","14.5","138","118","20","0","35","1","0","19436","124,391","24.5"
"6330","2851","17326","16.1","10357","8443","1714","200","2784","66","1","424157","2,714,606","537.3"
"6333","724","3414","20.7","2696","2226","470","0","705","19","0","91065","582,814","115"
"6335","83","383","19.8","413","285","128","0","76","7","0","22022","140,941","31"
"6336","38","200","18.5","159","144","15","0","37","1","0","18574","118,873","26.1"
"6337","30","292","9.2","159","102","57","0","27","3","0","23489","150,329","33"
"6338","75","596","11.6","366","253","113","0","69","6","0","30649","196,155","38.7"
"6341","18","162","9.9","95","62","33","0","16","2","0","2884","18,459","4.1"
"6343","14","122","10.7","56","46","10","0","13","1","0","1583","10,130","2.2"
"6346","38","386","9.1","267","136","131","0","35","3","0","33628","215,220","45.8"
"6348","84","722","11.2","370","237","132","0","81","3","0","18134","116,057","24.8"
"6350","45","190","22.6","166","140","26","0","43","2","0","9118","58,356","12.8"
"6352","19","107","15.0","160","67","93","0","16","3","0","8443","54,032","11.8"
"6353","71","431","15.5","339","281","58","0","67","4","0","21631","138,438","30.3"
"6356","15","74","17.6","87","58","29","0","13","2","0","9624","61,592","13.2"
"6359","47","181","19.9","365","150","215","0","36","11","0","19565","125,216","27.5"
"6361","9","64","12.5","40","27","13","0","8","1","0","5738","36,722","8"
"6363","15","78","19.2","47","47","0","0","15","0","0","6682","42,763","9.4"
"6365","84","326","24.2","353","221","132","0","79","5","0","23859","152,698","33.6"
"6367","34","175","17.1","210","125","85","0","30","4","0","14882","95,243","20.9"
"6368","7","32","","37","37","0","0","7","0","0","7531","48,198","10.5"
"6369","96","367","23.7","569","379","190","0","87","9","0","23832","152,527","33.5"
"6370","51","243","20.6","172","151","21","0","50","1","0","9917","63,470","13.9"
"6372","23","75","29.3","76","62","14","0","22","1","0","3934","25,179","5.5"
"6375","172","484","33.7","690","549","141","0","163","9","0","17064","109,211","23.9"
"6383","150","500","29.0","526","441","85","0","145","5","0","31542","201,869","45.7"
"6390","224","848","25.9","953","866","87","0","220","4","0","38834","248,540","55.2"
"6391","93","488","17.4","472","309","164","0","85","8","0","38989","249,527","55.4"
"6392","61","272","21.0","238","178","60","0","57","4","0","18713","119,762","26.2"
"6393","16","75","21.3","46","46","0","0","16","0","0","5298","33,906","7.4"
"6394","18","218","8.3","72","72","0","0","18","0","0","26346","168,616","37"
"6395","185","755","22.4","853","578","275","0","169","16","0","45231","289,480","63.6"
"6396","22","194","10.3","95","52","43","0","20","2","0","14400","92,159","19.1"
"6397","13","66","18.2","65","35","30","0","12","1","0","3727","23,851","4.7"
"6398","78","463","16.2","359","259","100","0","75","3","0","13303","85,140","17.7"
"6401","969","3596","25.5","16515","3226","1200","12089","916","51","2","124400","796,157","181"
"6403","33","76","40.8","156","104","51","0","31","2","0","3977","25,454","5.8"
"6405","35","149","22.1","150","127","23","0","33","2","0","11050","70,718","16"
"6407","134","447","26.6","853","506","348","0","119","15","0","27477","175,850","39.9"
"6409","40","211","18.0","170","115","55","0","38","2","0","16163","103,442","23.5"
"6410","129","457","26.3","610","403","208","0","120","9","0","23925","153,121","34.9"
"6411","12","61","16.4","63","41","22","0","10","2","0","5351","34,249","7.8"
"6413","6","37","","27","27","0","0","6","0","0","2324","14,876","3.4"
"6414","5","24","","38","14","24","0","4","1","0","2160","13,825","3.1"
"6415","385","1453","25.0","2813","1292","493","1028","363","21","1","55801","357,129","81.5"
"6418","139","342","38.0","586","433","153","0","130","9","0","19919","127,483","28"
"6419","8","30","","29","29","0","0","8","0","0","4168","26,676","5.8"
"6421","11","69","15.9","52","52","0","0","11","0","0","6038","38,644","8.7"
"6423","42","94","42.6","140","118","22","0","40","2","0","0","0","0"
"6425","11","46","","72","39","34","0","8","3","0","6319","40,443","9.5"
"6426","86","543","15.1","432","368","64","0","82","4","0","32723","209,424","49.4"
"6428","12","17","","50","50","0","0","12","0","0","3019","19,320","4.2"
"6429","85","535","14.8","506","344","162","0","79","6","0","15063","96,402","22.8"
"6430","1273","9679","12.6","6262","4636","1505","120","1218","54","1","223270","1,428,927","338.8"
"6432","471","3332","13.7","2104","1614","203","288","456","13","2","60185","385,183","91.7"
"6434","12","50","18.0","86","41","46","0","9","3","0","5241","33,544","7.6"
"6436","10","53","15.1","84","24","60","0","8","2","0","4039","25,847","6.1"
"6437","187","294","62.9","321","297","24","0","185","2","0","0","0","0"
"6438","42","359","10.6","207","124","83","0","38","4","0","11361","72,709","17.9"
"6440","17","352","3.7","194","52","142","0","13","4","0","28463","182,163","44.6"
"6442","90","1246","6.9","500","365","135","0","86","4","0","25682","164,368","39"
"6443","46","695","5.9","357","135","222","0","41","5","0","25399","162,551","34.6"
"6446","2","46","","8","8","0","0","2","0","0","8266","52,903","11.3"
"6448","8","132","6.1","36","36","0","0","8","0","0","11613","74,324","15.8"
"6450","554","6186","8.6","2314","1736","578","0","533","21","0","227755","1,457,629","311.1"
"6460","105","365","26.3","554","385","169","0","96","9","0","17348","111,030","25.7"
"6461","66","288","21.5","306","235","71","0","62","4","0","13907","89,002","20.6"
"6465","1","20","","2","2","0","0","1","0","0","4267","27,310","6.3"
"6466","7","45","","37","21","16","0","6","1","0","6257","40,045","9.2"
"6468","12","116","10.3","51","51","0","0","12","0","0","14154","90,583","22.3"
"6472","18","170","8.8","142","68","74","0","15","3","0","11199","71,673","17.6"
"6475","44","230","17.8","222","177","45","0","41","3","0","17096","109,411","25.4"
"6476","2","25","","5","5","0","0","2","0","0","4476","28,646","6.6"
"6477","25","160","13.8","142","85","56","0","22","3","0","11788","75,441","17.5"
"6479","81","301","24.9","390","296","94","0","75","6","0","20664","132,247","30.6"
"6480","2","13","","6","6","0","0","2","0","0","2465","15,774","3.6"
"6485","75","303","24.4","247","237","10","0","74","1","0","19899","127,355","28.9"
"6487","4","30","","16","16","0","0","4","0","0","4630","29,629","6.7"
"6488","30","125","24.0","117","117","0","0","30","0","0","9062","57,996","13.2"
"6489","8","84","9.5","34","34","0","0","8","0","0","4647","29,742","6.7"
"6490","26","124","20.2","103","92","10","0","25","1","0","137","876",".2"
"6501","205","372","51.1","1124","797","327","0","190","15","0","26793","171,474","39.7"
"6502","252","543","44.6","1084","840","243","0","242","10","0","24149","154,553","35.8"
"6503","438","1041","36.9","3227","1486","1741","0","384","54","0","75222","481,421","111.4"
"6504","24","85","25.9","112","87","24","0","22","2","0","5749","36,792","8.5"
"6505","18","65","26.2","67","54","14","0","17","1","0","6668","42,676","9.9"
"6507","94","286","30.8","426","341","85","0","88","6","0","24583","157,330","37.8"
"6509","7","85","5.9","65","22","43","0","5","2","0","13311","85,192","19.7"
"6510","250","1022","22.5","1255","831","425","0","230","20","0","42605","272,672","65.7"
"6511","113","535","19.8","581","378","204","0","106","7","0","10684","68,376","16.5"
"6513","21","104","20.2","97","97","0","0","21","0","0","9648","61,748","14.8"
"6514","158","654","22.9","741","593","148","0","150","8","0","7285","46,624","11.3"
"6515","39","201","17.4","192","148","44","0","35","4","0","16396","104,933","25.1"
"6516","398","1635","23.8","1821","1669","152","0","389","9","0","34747","222,382","53.7"
"6517","63","250","24.0","282","213","69","0","60","3","0","18115","115,939","28.7"
"6518","38","204","17.2","289","148","141","0","35","3","0","11728","75,062","18.1"
"6519","72","294","22.8","348","257","91","0","67","5","0","21964","140,571","34.5"
"6521","63","551","10.2","43509","267","192","43050","56","5","2","17489","111,929","26.9"
"6522","72","310","22.3","358","302","56","0","69","3","0","18074","115,673","28.5"
"6525","600","1928","30.4","2417","2164","252","0","586","14","0","57822","370,059","90.1"
"6528","65","171","36.3","271","234","38","0","62","3","0","8122","51,983","12.6"
"6530","3751","15064","24.2","15340","12443","2782","115","3652","98","1","348170","2,228,289","543.5"
"6532","794","3013","25.9","3449","3067","382","0","780","14","0","150969","966,202","235.3"
"6535","249","1003","23.9","1014","805","209","0","240","9","0","39829","254,907","62"
"6536","229","1393","15.2","1140","872","269","0","212","17","0","21195","135,648","33.1"
"6537","87","1022","6.6","633","256","377","0","67","20","0","14098","90,226","23.6"
"6556","323","806","39.6","1165","1115","50","0","319","4","0","23166","148,263","33.7"
"6558","119","327","35.8","393","335","59","0","117","2","0","9993","63,956","14.5"
"6560","177","666","26.6","563","563","0","0","177","0","0","17365","111,133","25.3"
"6562","252","594","42.1","882","856","26","0","250","2","0","22257","142,444","32.3"
"6564","71","166","42.2","220","204","16","0","70","1","0","5816","37,224","8.4"
"6566","723","1796","39.8","2334","2111","223","0","714","9","0","56280","360,194","83.3"
"6567","87","262","33.2","257","257","0","0","87","0","0","10789","69,048","16"
"6568","23","125","17.6","119","99","20","0","22","1","0","9538","61,044","14.1"
"6569","47","135","30.4","240","170","70","0","41","6","0","11686","74,792","17.3"
"6574","5","43","","23","23","0","0","5","0","0","5238","33,523","8.1"
"6575","13","80","13.8","83","47","36","0","11","2","0","8630","55,230","13.4"
"6603","124","610","18.0","734","449","285","0","110","14","0","35377","226,412","52.5"
"6609","107","399","25.1","568","413","155","0","100","7","0","18689","119,609","28.9"
"6612","25","96","22.9","158","89","69","0","22","3","0","12434","79,578","19.6"
"6613","5","31","","19","19","0","0","5","0","0","4067","26,030","6.4"
"6616","12","38","","42","42","0","0","12","0","0","3689","23,611","5.8"
"6620","37","177","19.8","197","157","40","0","35","2","0","22576","144,487","35.6"
"6623","73","375","17.6","407","269","138","0","66","7","0","22839","146,170","36"
"6627","5","38","","27","27","0","0","5","0","0","5291","33,863","8.3"
"6630","66","360","16.4","10590","238","102","10250","59","5","2","23235","148,701","36.2"
"6631","4","15","","20","20","0","0","4","0","0","3373","21,588","5.3"
"6635","12","108","9.3","125","52","73","0","10","2","0","11376","72,805","17.9"
"6638","43","372","11.3","225","164","60","0","42","1","0","14431","92,361","23.1"
"6639","20","78","24.4","92","79","13","0","19","1","0","5072","32,463","8.1"
"6640","20","174","11.5","88","88","0","0","20","0","0","8094","51,801","12.9"
"6642","59","338","15.7","11228","168","45","11015","53","3","3","0","0","0"
"6646","11","234","2.1","242","24","219","0","5","6","0","15621","99,973","24.8"
"6701","225","3679","3.5","3206","673","2242","290","128","96","1","75148","480,948","125.5"
"6705","16","143","10.5","93","80","13","0","15","1","0","0","0","0"
"6707","132","2431","2.9","1846","387","1459","0","70","62","0","36256","232,040","58.8"
"6710","35","739","4.3","331","160","172","0","32","3","0","15333","98,130","24.9"
"6713","31","411","7.1","195","157","38","0","29","2","0","13282","85,004","22.5"
"6714","418","7661","5.1","3685","1659","833","1193","389","27","2","213404","1,365,786","363.1"
"6716","3","384","0.8","14","14","0","0","3","0","0","11588","74,165","19.5"
"6718","22","337","5.9","171","79","92","0","20","2","0","7758","49,652","12.7"
"6720","6","1314","0.5","25","25","0","0","6","0","0","27074","173,272","44.8"
"6721","79","2070","3.7","422","239","183","0","76","3","0","79634","509,659","131.7"
"6722","148","5257","2.7","565","464","101","0","143","5","0","89005","569,634","145.8"
"6725","366","5755","4.3","4335","1236","3100","0","245","121","0","107978","691,058","172"
"6726","124","3000","2.7","1356","446","910","0","82","42","0","42716","273,381","67.5"
"6728","118","3133","2.0","1884","295","1589","0","62","56","0","39708","254,132","61.4"
"6740","26","625","2.9","273","85","188","0","18","8","0","197","1,262",".3"
"6743","203","3422","5.8","1368","1157","211","0","197","6","0","70208","449,331","103.8"
"6751","13","1799","0.4","107","39","69","0","8","5","0","79587","509,357","128.4"
"6753","57","2616","1.2","1162","75","1086","0","32","25","0","116744","747,159","185.7"
"6754","2","690","0.3","13","13","0","0","2","0","0","16198","103,667","26.1"
"6758","15","66","13.6","365","41","124","200","9","5","1","9566","61,222","15.2"
"6760","36","244","12.3","486","113","73","300","30","5","1","13737","87,915","22.4"
"6765","18","690","2.3","263","53","10","200","16","1","1","0","0","0"
"6770","16","1347","0.6","226","41","184","0","8","8","0","12103","77,461","18.7"
"6799","13","170","7.1","79","66","13","0","12","1","0","","",""
"6907","2","38","","8","8","0","0","2","0","0","","",""
"7000","666","4854","12.6","3671","1922","1344","405","614","51","1","99843","638,998","124.1"
"7004","434","2624","16.2","1315","1114","202","0","425","9","0","33760","216,063","42"
"7005","621","4950","12.1","2438","2078","360","0","598","23","0","66413","425,045","82.6"
"7007","217","1343","15.8","863","779","84","0","212","5","0","15735","100,705","19.6"
"7008","633","4731","13.1","2139","1933","206","0","618","15","0","66022","422,541","82.2"
"7009","585","5634","10.0","2204","1670","533","0","565","20","0","117950","754,879","148.8"
"7010","707","6733","10.1","2791","2170","621","0","681","26","0","107352","687,052","134.1"
"7011","776","5647","13.6","2359","2279","80","0","769","7","0","73545","470,689","91.6"
"7012","71","340","20.3","241","207","34","0","69","2","0","7493","47,958","9.3"
"7015","625","4677","13.2","2201","2012","189","0","617","8","0","53223","340,630","62.5"
"7016","100","1014","9.9","297","297","0","0","100","0","0","13440","86,017","15.8"
"7017","562","2274","24.1","2250","2048","202","0","547","15","0","37368","239,157","43.9"
